order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
15365031,6/30/2022,Sandwich,Beverages,25,6,96,Online,Mrs.,Evening
363038,3/21/2023,Aalopuri,Fastfood,25,12,535,Cash,Mr.,Afternoon
13479811,12-09-2022,Frankie,Beverages,50,3,112,Online,Mrs.,Midnight
3990229,3/27/2023,Cold coffee,Beverages,50,6,152,Cash,Mrs.,Morning
9710317,08-05-2022,Vadapav,Beverages,50,8,183,Cash,Mrs.,Afternoon
10402132,03-08-2023,Cold coffee,Fastfood,25,8,284,Cash,Mrs.,Midnight
7230272,11/15/2022,Panipuri,Fastfood,20,9,216,Online,Mr.,Midnight
16533345,9/19/2022,Frankie,Fastfood,25,9,195,Cash,Mr.,Evening
707077,04-04-2022,Cold coffee,Fastfood,20,7,154,Online,Mrs.,Night
10249783,9/21/2022,Sandwich,Fastfood,40,4,97,Online,Mr.,Night
1517854,9/29/2022,Aalopuri,Fastfood,20,3,29,Cash,Mrs.,Evening
10048200,12/22/2022,Aalopuri,Fastfood,20,14,399,Cash,Mrs.,Midnight
4199416,4/25/2022,Aalopuri,Fastfood,20,6,151,Cash,Mr.,Afternoon
250012,07-12-2022,Sandwich,Fastfood,50,15,545,Online,Mrs.,Midnight
1925122,6/25/2022,Aalopuri,Fastfood,25,13,197,Cash,Mrs.,Evening
8839714,9/16/2022,Vadapav,Beverages,20,4,248,Cash,Mrs.,Morning
10922861,11/24/2022,Sugarcane juice,Beverages,40,9,274,Cash,Mr.,Morning
3501298,11-03-2022,Vadapav,Fastfood,20,11,154,Cash,Mr.,Night
15826948,2/20/2023,Sandwich,Beverages,60,14,740,,Mr.,Afternoon
12578625,12/23/2022,Panipuri,Fastfood,20,6,72,Cash,Mrs.,Evening
2553618,02-09-2023,Panipuri,Fastfood,25,13,584,Cash,Mr.,Morning
172602,11/25/2022,Aalopuri,Fastfood,20,2,66,Online,Mrs.,Night
5205943,9/18/2022,Aalopuri,Fastfood,20,9,77,Cash,Mr.,Midnight
10731718,10-01-2022,Panipuri,Fastfood,20,12,379,Online,Mr.,Evening
13939690,7/31/2022,Cold coffee,Beverages,60,6,304,Cash,Mr.,Night
6029117,6/30/2022,Sandwich,Fastfood,50,9,442,Online,Mrs.,Afternoon
7437139,3/27/2023,Panipuri,Fastfood,25,4,62,Cash,Mrs.,Evening
15218273,3/19/2023,Sugarcane juice,Fastfood,40,11,503,Cash,Mrs.,Afternoon
4145999,12/30/2022,Panipuri,Fastfood,20,3,90,Cash,Mr.,Night
11285085,7/18/2022,Cold coffee,Fastfood,40,5,548,Online,Mr.,Night
4154560,8/30/2022,Aalopuri,Fastfood,20,4,32,Online,Mrs.,Evening
12204200,12/16/2022,Cold coffee,Beverages,40,11,714,Cash,Mrs.,Midnight
11746864,4/21/2022,Cold coffee,Fastfood,60,11,271,Cash,Mrs.,Evening
40516,3/18/2023,Sugarcane juice,Fastfood,20,13,594,Cash,Mrs.,Midnight
14626447,09-04-2022,Vadapav,Fastfood,20,12,212,Cash,Mrs.,Midnight
4545612,08-06-2022,Sandwich,Beverages,50,2,148,Online,Mr.,Night
15075958,10/26/2022,Cold coffee,Fastfood,60,15,656,Cash,Mr.,Midnight
3571688,02-05-2023,Sandwich,Beverages,60,2,40,,Mrs.,Afternoon
8499593,04-10-2022,Vadapav,Fastfood,20,2,27,Cash,Mrs.,Morning
14838792,5/25/2022,Sugarcane juice,Fastfood,20,9,230,Online,Mr.,Morning
13708826,5/18/2022,Cold coffee,Fastfood,40,7,556,Online,Mrs.,Night
1528932,03-10-2023,Cold coffee,Fastfood,50,12,289,Cash,Mr.,Morning
4943365,01-06-2023,Sandwich,Beverages,60,6,186,Online,Mr.,Night
14926187,11/15/2022,Cold coffee,Beverages,60,4,180,Cash,Mr.,Afternoon
16271377,8/26/2022,Sugarcane juice,Fastfood,20,15,891,Online,Mrs.,Afternoon
10764799,8/18/2022,Cold coffee,Fastfood,40,14,642,Cash,Mrs.,Night
10308992,11/30/2022,Sugarcane juice,Beverages,40,12,269,,Mr.,Night
6648766,12-03-2022,Panipuri,Beverages,50,14,667,Online,Mr.,Midnight
3592185,3/16/2023,Panipuri,Fastfood,20,5,368,Cash,Mr.,Afternoon
1963195,12-05-2022,Sugarcane juice,Fastfood,60,14,557,Cash,Mr.,Morning
2242781,4/26/2022,Sugarcane juice,Fastfood,20,13,453,Cash,Mr.,Morning
12661128,01-07-2023,Vadapav,Fastfood,20,3,48,Cash,Mr.,Midnight
1236371,1/25/2023,Sandwich,Fastfood,25,11,324,Online,Mrs.,Night
13773680,12/25/2022,Panipuri,Fastfood,20,12,606,Cash,Mr.,Night
14507336,2/26/2023,Cold coffee,Fastfood,60,13,286,,Mrs.,Evening
624904,04-04-2022,Cold coffee,Beverages,40,13,608,Cash,Mrs.,Night
9839594,4/26/2022,Cold coffee,Fastfood,60,11,596,Cash,Mr.,Evening
15832889,09-04-2022,Cold coffee,Beverages,60,6,190,Online,Mrs.,Morning
7008021,02-02-2023,Sugarcane juice,Beverages,25,8,340,Cash,Mr.,Night
6808841,12/21/2022,Cold coffee,Fastfood,60,11,814,Online,Mrs.,Afternoon
12340948,6/18/2022,Sandwich,Fastfood,25,10,431,Online,Mr.,Morning
13113543,5/21/2022,Frankie,Fastfood,40,1,39,Online,Mr.,Afternoon
8707111,06-05-2022,Frankie,Fastfood,50,6,97,Cash,Mr.,Morning
14883204,10-02-2022,Vadapav,Fastfood,20,11,320,Cash,Mrs.,Evening
1776032,04-09-2022,Sugarcane juice,Fastfood,25,12,326,Cash,Mrs.,Night
5911756,11-07-2022,Sugarcane juice,Fastfood,20,5,87,Online,Mr.,Morning
8068094,10/30/2022,Sandwich,Beverages,60,2,87,Online,Mr.,Afternoon
3219005,8/14/2022,Sandwich,Beverages,20,7,377,Cash,Mr.,Evening
16570894,02-05-2023,Sandwich,Beverages,60,9,76,,Mrs.,Evening
1452658,1/16/2023,Vadapav,Fastfood,20,12,345,Online,Mrs.,Night
12461612,11-01-2022,Frankie,Fastfood,25,6,206,Cash,Mr.,Night
2890983,7/29/2022,Aalopuri,Fastfood,20,7,82,Cash,Mr.,Night
5263990,09-07-2022,Cold coffee,Fastfood,50,7,411,Cash,Mrs.,Morning
3350615,8/20/2022,Panipuri,Beverages,20,5,103,Cash,Mr.,Morning
2418030,6/25/2022,Cold coffee,Beverages,40,4,123,Online,Mr.,Afternoon
1778046,6/13/2022,Panipuri,Fastfood,50,13,355,Online,Mrs.,Evening
6214142,06-06-2022,Sandwich,Beverages,40,11,379,,Mr.,Afternoon
5487016,06-06-2022,Sugarcane juice,Beverages,25,12,221,,Mrs.,Afternoon
6716965,11/17/2022,Sandwich,Beverages,50,6,101,Cash,Mrs.,Night
3227764,11/23/2022,Cold coffee,Fastfood,50,11,583,Online,Mr.,Afternoon
3409192,1/25/2023,Vadapav,Fastfood,50,8,304,Online,Mr.,Morning
3895177,8/15/2022,Sugarcane juice,Fastfood,20,15,574,Online,Mrs.,Evening
8477293,05-05-2022,Frankie,Fastfood,25,6,241,Online,Mrs.,Afternoon
11728448,05-12-2022,Vadapav,Fastfood,20,2,76,Cash,Mr.,Midnight
16639951,4/30/2022,Sugarcane juice,Fastfood,25,1,29,Cash,Mr.,Evening
16225240,12/14/2022,Cold coffee,Beverages,20,13,264,,Mr.,Evening
9257304,10/21/2022,Sugarcane juice,Fastfood,60,2,57,,Mr.,Evening
12664800,6/30/2022,Frankie,Beverages,40,4,402,Online,Mr.,Evening
16494338,10-11-2022,Vadapav,Fastfood,20,10,163,Online,Mrs.,Morning
2346578,3/30/2023,Sandwich,Fastfood,40,1,58,Cash,Mr.,Evening
10035744,10/19/2022,Sandwich,Fastfood,50,9,409,Online,Mrs.,Evening
6394568,05-12-2022,Sugarcane juice,Fastfood,20,11,112,Cash,Mr.,Afternoon
16755175,8/19/2022,Sugarcane juice,Fastfood,25,13,394,,Mrs.,Night
3192363,3/19/2023,Aalopuri,Fastfood,20,12,181,Online,Mrs.,Night
6150695,9/19/2022,Aalopuri,Fastfood,20,6,192,Cash,Mrs.,Afternoon
7181084,2/26/2023,Cold coffee,Beverages,40,1,27,Online,Mrs.,Night
7999137,04-01-2022,Aalopuri,Fastfood,20,8,627,Online,Mr.,Morning
15471470,11/27/2022,Sandwich,Beverages,40,4,83,Online,Mrs.,Midnight
10094644,2/13/2023,Sugarcane juice,Fastfood,60,14,573,Cash,Mr.,Night
4441725,5/24/2022,Sandwich,Beverages,50,8,547,Online,Mr.,Night
8654986,12-07-2022,Cold coffee,Fastfood,20,7,93,Cash,Mr.,Evening
1131019,07-02-2022,Sugarcane juice,Fastfood,50,10,361,Online,Mr.,Midnight
2264391,09-04-2022,Aalopuri,Fastfood,20,5,38,Cash,Mr.,Afternoon
4461403,6/16/2022,Panipuri,Beverages,40,12,471,Cash,Mrs.,Midnight
8604288,3/26/2023,Sugarcane juice,Fastfood,25,10,350,,Mrs.,Night
3809006,12/29/2022,Aalopuri,Fastfood,20,8,66,Cash,Mr.,Evening
9484036,8/26/2022,Cold coffee,Beverages,25,9,223,Online,Mr.,Morning
15046517,8/27/2022,Frankie,Fastfood,50,11,422,Online,Mrs.,Midnight
7392741,9/21/2022,Frankie,Fastfood,50,14,260,Online,Mrs.,Night
11814373,11-06-2022,Sandwich,Fastfood,25,14,332,,Mrs.,Midnight
15762116,02-03-2023,Sugarcane juice,Fastfood,20,8,381,Online,Mrs.,Midnight
10562558,5/27/2022,Panipuri,Beverages,25,12,552,,Mrs.,Night
9515822,5/27/2022,Cold coffee,Fastfood,40,15,900,,Mr.,Morning
14774139,12-01-2022,Sugarcane juice,Fastfood,25,14,826,Cash,Mrs.,Morning
11389754,05-05-2022,Panipuri,Fastfood,20,2,51,Online,Mrs.,Night
3452642,9/20/2022,Frankie,Fastfood,25,4,136,Cash,Mrs.,Morning
1694740,5/19/2022,Panipuri,Fastfood,25,8,256,,Mr.,Night
9098442,2/13/2023,Cold coffee,Fastfood,60,12,487,,Mr.,Evening
13580598,09-03-2022,Sugarcane juice,Fastfood,20,7,40,Online,Mrs.,Midnight
15546803,11/27/2022,Cold coffee,Fastfood,40,8,401,Online,Mrs.,Midnight
15842891,1/14/2023,Vadapav,Fastfood,25,2,122,Online,Mrs.,Night
1357815,01-05-2023,Aalopuri,Fastfood,20,12,96,Cash,Mrs.,Evening
10365015,07-02-2022,Cold coffee,Fastfood,60,5,428,Cash,Mrs.,Afternoon
12988097,4/17/2022,Frankie,Beverages,60,12,342,Cash,Mrs.,Night
12708488,1/18/2023,Vadapav,Fastfood,25,9,144,Online,Mr.,Night
2154875,12-05-2022,Sandwich,Fastfood,20,15,900,Online,Mrs.,Midnight
15954,10-01-2022,Sugarcane juice,Fastfood,20,12,578,Cash,Mrs.,Midnight
7979611,7/27/2022,Panipuri,Beverages,50,5,72,Online,Mrs.,Evening
8341481,01-11-2023,Sandwich,Fastfood,40,6,209,Online,Mrs.,Midnight
5712648,11/20/2022,Frankie,Beverages,50,1,27,Online,Mr.,Evening
3013832,5/25/2022,Aalopuri,Fastfood,20,5,37,Cash,Mr.,Evening
14979020,12/14/2022,Cold coffee,Fastfood,60,4,227,Online,Mrs.,Evening
10524240,5/17/2022,Sugarcane juice,Fastfood,20,10,260,Cash,Mr.,Midnight
4819189,12-09-2022,Vadapav,Fastfood,20,15,560,Online,Mr.,Afternoon
15582838,10/17/2022,Sugarcane juice,Fastfood,20,13,155,Online,Mr.,Evening
14999731,3/16/2023,Sandwich,Beverages,60,13,484,Cash,Mr.,Midnight
4179882,12-11-2022,Sugarcane juice,Fastfood,60,9,406,Cash,Mrs.,Evening
11360686,08-09-2022,Sugarcane juice,Beverages,20,7,247,Cash,Mr.,Midnight
10112294,03-07-2023,Panipuri,Fastfood,20,11,545,Cash,Mr.,Midnight
10703589,6/22/2022,Sugarcane juice,Beverages,25,7,230,Cash,Mrs.,Midnight
2713213,08-04-2022,Cold coffee,Fastfood,40,11,252,,Mr.,Morning
16706027,8/31/2022,Aalopuri,Fastfood,20,13,204,Cash,Mr.,Morning
6654302,4/24/2022,Frankie,Fastfood,25,8,393,Online,Mrs.,Morning
5893893,9/21/2022,Aalopuri,Beverages,20,12,294,Cash,Mrs.,Morning
9859993,10-11-2022,Cold coffee,Fastfood,40,9,218,Online,Mr.,Midnight
6733403,11/15/2022,Frankie,Fastfood,20,13,302,Cash,Mr.,Night
12949524,12-04-2022,Sandwich,Beverages,40,3,247,Online,Mrs.,Afternoon
6716006,8/24/2022,Frankie,Fastfood,20,2,50,Cash,Mr.,Evening
9506945,02-05-2023,Frankie,Beverages,20,6,253,,Mrs.,Evening
6527662,10-07-2022,Cold coffee,Fastfood,50,10,494,Online,Mr.,Morning
5529321,4/19/2022,Vadapav,Beverages,50,4,236,Online,Mrs.,Night
11717561,3/23/2023,Cold coffee,Fastfood,60,11,356,Cash,Mr.,Night
7133447,05-08-2022,Vadapav,Fastfood,20,9,161,Cash,Mr.,Evening
6705506,08-06-2022,Cold coffee,Beverages,40,4,165,Cash,Mr.,Afternoon
1560966,8/26/2022,Sandwich,Beverages,60,13,376,Cash,Mrs.,Morning
16415287,9/29/2022,Vadapav,Fastfood,50,12,662,Cash,Mr.,Night
15256538,04-07-2022,Vadapav,Fastfood,20,12,175,Online,Mrs.,Afternoon
9246259,12/22/2022,Frankie,Beverages,20,6,223,Cash,Mr.,Night
9060177,11/13/2022,Frankie,Fastfood,20,12,372,Cash,Mr.,Night
14138878,6/18/2022,Panipuri,Beverages,60,8,129,Online,Mr.,Night
10346591,11/19/2022,Frankie,Fastfood,50,8,499,Cash,Mrs.,Morning
2421611,03-09-2023,Sugarcane juice,Fastfood,20,2,68,Online,Mrs.,Midnight
14389611,10-10-2022,Aalopuri,Fastfood,20,4,90,Cash,Mrs.,Evening
16611151,4/28/2022,Sandwich,Beverages,60,9,260,Online,Mr.,Evening
2833459,1/19/2023,Aalopuri,Fastfood,25,2,31,Online,Mr.,Evening
5034377,4/21/2022,Cold coffee,Beverages,60,4,165,Cash,Mr.,Night
3278697,5/29/2022,Sandwich,Beverages,40,10,420,Online,Mrs.,Night
11512440,5/16/2022,Sugarcane juice,Fastfood,20,5,116,Cash,Mrs.,Midnight
5940055,1/15/2023,Vadapav,Fastfood,25,1,28,Online,Mrs.,Night
5841726,4/24/2022,Cold coffee,Beverages,50,3,178,Cash,Mrs.,Night
16090196,03-09-2023,Aalopuri,Fastfood,20,9,238,Online,Mrs.,Midnight
155975,1/18/2023,Aalopuri,Fastfood,50,9,110,,Mrs.,Morning
12656513,6/30/2022,Sugarcane juice,Fastfood,20,5,131,Online,Mr.,Evening
4460884,06-07-2022,Panipuri,Beverages,50,10,614,Online,Mrs.,Evening
11584976,01-05-2023,Panipuri,Fastfood,25,2,56,Online,Mrs.,Evening
15548515,4/25/2022,Aalopuri,Fastfood,20,2,49,Online,Mrs.,Night
6822173,02-08-2023,Panipuri,Fastfood,25,1,61,Online,Mrs.,Night
5437059,12-02-2022,Vadapav,Fastfood,20,3,67,Cash,Mr.,Evening
11369774,10/29/2022,Vadapav,Fastfood,50,5,109,Cash,Mr.,Midnight
4496531,3/19/2023,Sugarcane juice,Beverages,60,9,521,Cash,Mrs.,Night
8590399,12-02-2022,Panipuri,Beverages,40,11,290,Cash,Mr.,Night
440860,12/17/2022,Cold coffee,Beverages,40,2,149,Online,Mr.,Afternoon
1798598,4/18/2022,Cold coffee,Fastfood,50,10,595,,Mr.,Afternoon
341722,6/13/2022,Frankie,Fastfood,60,12,509,Cash,Mr.,Afternoon
14370385,11/28/2022,Sugarcane juice,Fastfood,60,13,417,Cash,Mr.,Afternoon
10079109,06-09-2022,Cold coffee,Fastfood,50,15,789,Cash,Mr.,Afternoon
7825822,02-06-2023,Aalopuri,Fastfood,20,7,34,Cash,Mr.,Midnight
14076133,02-01-2023,Sandwich,Fastfood,40,3,219,Online,Mrs.,Morning
9663537,02-06-2023,Sugarcane juice,Beverages,60,10,258,Online,Mrs.,Evening
5921530,2/27/2023,Sandwich,Beverages,50,10,273,Online,Mrs.,Midnight
741182,6/13/2022,Cold coffee,Beverages,60,5,193,Online,Mrs.,Midnight
13208525,6/18/2022,Sandwich,Fastfood,50,4,346,Cash,Mr.,Evening
2151869,06-06-2022,Frankie,Fastfood,60,12,351,Online,Mr.,Morning
3732113,10-07-2022,Vadapav,Fastfood,50,8,439,Online,Mrs.,Afternoon
11131977,07-02-2022,Frankie,Fastfood,25,8,296,Online,Mrs.,Morning
10132616,6/24/2022,Cold coffee,Beverages,40,1,37,Online,Mr.,Afternoon
3428950,12/30/2022,Panipuri,Fastfood,20,10,562,Cash,Mrs.,Night
3561664,05-05-2022,Aalopuri,Fastfood,20,15,330,Online,Mr.,Afternoon
8796197,09-12-2022,Vadapav,Fastfood,20,4,44,Cash,Mr.,Night
6024758,03-04-2023,Vadapav,Fastfood,20,6,404,Cash,Mrs.,Afternoon
11697897,7/21/2022,Sugarcane juice,Fastfood,25,4,113,Online,Mrs.,Night
9362330,11/25/2022,Panipuri,Fastfood,50,10,317,Online,Mrs.,Night
2718313,6/19/2022,Sandwich,Beverages,60,1,50,Online,Mr.,Evening
15430779,3/15/2023,Sandwich,Fastfood,50,8,214,Cash,Mrs.,Evening
2049985,12-03-2022,Aalopuri,Beverages,20,2,77,Cash,Mr.,Evening
2057600,05-09-2022,Sugarcane juice,Fastfood,20,6,222,,Mr.,Midnight
15540306,03-04-2023,Aalopuri,Beverages,20,7,226,Online,Mrs.,Morning
5486013,11/20/2022,Sandwich,Fastfood,20,9,241,Online,Mr.,Night
5736812,08-04-2022,Sugarcane juice,Fastfood,20,7,132,Online,Mrs.,Night
6012732,10/24/2022,Sandwich,Fastfood,40,9,505,Cash,Mr.,Evening
15275000,05-05-2022,Panipuri,Fastfood,20,8,201,Cash,Mrs.,Evening
4480428,5/16/2022,Sugarcane juice,Fastfood,20,15,654,Cash,Mr.,Morning
6212247,02-07-2023,Cold coffee,Fastfood,40,15,847,Cash,Mr.,Morning
6396545,8/20/2022,Vadapav,Fastfood,20,13,381,Online,Mr.,Midnight
7315254,01-03-2023,Cold coffee,Fastfood,20,7,382,Online,Mr.,Afternoon
15044033,02-06-2023,Sugarcane juice,Beverages,25,7,192,Online,Mr.,Evening
11843691,5/25/2022,Panipuri,Fastfood,20,2,58,Online,Mrs.,Midnight
6071614,09-08-2022,Sugarcane juice,Fastfood,20,14,272,Online,Mrs.,Afternoon
6648001,10-09-2022,Sugarcane juice,Beverages,60,3,102,Cash,Mrs.,Morning
6100132,12-01-2022,Aalopuri,Beverages,20,10,193,Online,Mr.,Midnight
3943793,10-05-2022,Frankie,Beverages,25,10,534,Cash,Mrs.,Evening
7506285,5/29/2022,Vadapav,Fastfood,20,13,335,Online,Mr.,Morning
378744,10/26/2022,Sugarcane juice,Fastfood,20,1,106,Cash,Mr.,Midnight
14959768,06-11-2022,Vadapav,Fastfood,20,1,30,Online,Mr.,Afternoon
5550743,03-02-2023,Cold coffee,Fastfood,40,11,566,Cash,Mrs.,Night
9965622,12-03-2022,Aalopuri,Fastfood,20,11,215,Online,Mr.,Afternoon
14967026,1/25/2023,Cold coffee,Beverages,40,10,399,Cash,Mrs.,Night
13386956,06-10-2022,Frankie,Beverages,60,6,227,Online,Mrs.,Morning
7640769,05-06-2022,Panipuri,Fastfood,20,3,58,Cash,Mr.,Midnight
3368988,7/19/2022,Aalopuri,Fastfood,20,12,687,,Mrs.,Morning
4171651,3/29/2023,Sandwich,Fastfood,25,15,667,Online,Mr.,Afternoon
1092318,11-05-2022,Sandwich,Beverages,50,5,296,Online,Mr.,Evening
14636739,4/30/2022,Sugarcane juice,Fastfood,20,7,143,Cash,Mr.,Midnight
15633678,12/24/2022,Sugarcane juice,Fastfood,20,9,219,Cash,Mrs.,Morning
16767952,04-09-2022,Panipuri,Fastfood,40,11,722,Cash,Mr.,Evening
10043658,6/24/2022,Sugarcane juice,Fastfood,20,8,166,Online,Mrs.,Midnight
4386400,12/14/2022,Sandwich,Beverages,60,12,534,Online,Mr.,Morning
13588465,8/15/2022,Sugarcane juice,Fastfood,25,6,131,,Mrs.,Morning
14338615,11/13/2022,Vadapav,Fastfood,20,12,294,Online,Mrs.,Morning
9416161,11/25/2022,Panipuri,Beverages,50,1,38,Cash,Mr.,Evening
7018978,6/18/2022,Sandwich,Fastfood,25,10,269,Online,Mr.,Midnight
10187565,9/22/2022,Aalopuri,Fastfood,20,11,219,Online,Mr.,Evening
16155346,1/24/2023,Sugarcane juice,Fastfood,20,4,32,Cash,Mr.,Midnight
4585355,02-04-2023,Cold coffee,Fastfood,40,7,724,Online,Mr.,Evening
16430671,5/25/2022,Frankie,Beverages,60,13,341,Online,Mrs.,Morning
9050173,7/27/2022,Panipuri,Beverages,20,15,627,Cash,Mr.,Afternoon
16506747,10/13/2022,Sandwich,Beverages,40,14,505,Cash,Mr.,Midnight
11709096,12-02-2022,Frankie,Fastfood,25,1,72,Online,Mrs.,Morning
15656399,03-02-2023,Vadapav,Fastfood,40,10,395,,Mr.,Afternoon
9865620,12/17/2022,Sandwich,Beverages,60,11,442,,Mrs.,Evening
33602,01-04-2023,Sandwich,Fastfood,20,5,227,Cash,Mr.,Morning
1295903,10/30/2022,Sandwich,Beverages,40,6,566,Cash,Mrs.,Morning
5843270,11-05-2022,Panipuri,Fastfood,20,12,337,Cash,Mr.,Afternoon
9339766,02-05-2023,Panipuri,Beverages,40,6,295,Cash,Mr.,Evening
1373816,10/21/2022,Aalopuri,Fastfood,20,12,274,Online,Mrs.,Midnight
3701865,04-08-2022,Frankie,Fastfood,50,4,80,Online,Mr.,Midnight
13388941,12/21/2022,Aalopuri,Fastfood,60,13,259,,Mrs.,Midnight
10007468,12/27/2022,Aalopuri,Fastfood,20,3,47,Online,Mr.,Midnight
3630434,3/14/2023,Vadapav,Fastfood,20,4,45,Online,Mr.,Evening
14603478,9/23/2022,Sandwich,Fastfood,60,13,667,,Mrs.,Afternoon
1872980,10-01-2022,Frankie,Beverages,25,13,296,Cash,Mr.,Night
7185243,11/18/2022,Panipuri,Fastfood,20,13,618,Online,Mr.,Afternoon
10734735,02-07-2023,Sandwich,Beverages,40,10,444,Cash,Mr.,Evening
7546661,9/23/2022,Panipuri,Beverages,50,4,164,Cash,Mr.,Evening
9467840,3/17/2023,Panipuri,Fastfood,25,13,486,Cash,Mrs.,Evening
5115715,8/31/2022,Sandwich,Beverages,40,6,243,Cash,Mrs.,Midnight
7096355,10-08-2022,Sugarcane juice,Fastfood,50,12,444,Cash,Mr.,Afternoon
7017456,4/23/2022,Panipuri,Fastfood,20,14,418,Cash,Mr.,Night
6747835,10/22/2022,Panipuri,Fastfood,20,10,175,Online,Mrs.,Night
14653989,10-04-2022,Frankie,Fastfood,20,12,261,Online,Mrs.,Midnight
6870356,11/30/2022,Sugarcane juice,Beverages,40,12,321,Cash,Mr.,Afternoon
3060927,12-05-2022,Cold coffee,Beverages,50,7,209,Cash,Mrs.,Morning
13189754,8/27/2022,Vadapav,Fastfood,20,9,160,Online,Mr.,Morning
1553346,3/14/2023,Sugarcane juice,Fastfood,25,1,32,Online,Mr.,Midnight
8698771,1/28/2023,Vadapav,Beverages,50,7,80,Online,Mrs.,Afternoon
8635503,04-04-2022,Sugarcane juice,Fastfood,50,2,96,Online,Mrs.,Night
6259086,05-07-2022,Panipuri,Beverages,40,14,389,Online,Mrs.,Night
3630691,5/29/2022,Sandwich,Beverages,60,14,638,Online,Mr.,Night
7484606,8/15/2022,Cold coffee,Fastfood,60,5,137,Cash,Mr.,Afternoon
1113731,12/27/2022,Aalopuri,Fastfood,20,10,116,,Mr.,Midnight
4195497,08-10-2022,Vadapav,Fastfood,20,12,264,Online,Mrs.,Evening
10012357,5/21/2022,Aalopuri,Fastfood,20,9,179,Online,Mrs.,Evening
6030641,12/15/2022,Cold coffee,Beverages,60,6,215,Online,Mrs.,Afternoon
4087702,3/17/2023,Sugarcane juice,Fastfood,20,12,124,Cash,Mr.,Night
8629801,11/25/2022,Cold coffee,Beverages,40,13,692,Online,Mrs.,Night
4119759,03-02-2023,Sugarcane juice,Fastfood,20,15,605,Cash,Mr.,Night
16677223,04-08-2022,Sandwich,Fastfood,40,6,475,Cash,Mrs.,Midnight
13786444,8/15/2022,Sandwich,Beverages,40,14,663,Cash,Mrs.,Afternoon
6458660,8/24/2022,Vadapav,Fastfood,20,1,37,Cash,Mr.,Afternoon
14138704,9/19/2022,Sugarcane juice,Fastfood,20,8,140,Online,Mrs.,Night
8651469,09-10-2022,Vadapav,Fastfood,20,14,315,Cash,Mrs.,Midnight
4544504,4/19/2022,Panipuri,Fastfood,40,14,706,Online,Mrs.,Night
12704015,7/15/2022,Panipuri,Fastfood,60,12,304,Cash,Mr.,Afternoon
13720127,6/25/2022,Aalopuri,Fastfood,20,1,31,Online,Mr.,Midnight
7565381,07-01-2022,Cold coffee,Fastfood,60,2,59,Cash,Mr.,Morning
12888254,10-03-2022,Sandwich,Fastfood,40,14,637,Cash,Mr.,Night
1669161,9/19/2022,Cold coffee,Beverages,40,3,84,Cash,Mr.,Afternoon
11326966,09-11-2022,Vadapav,Fastfood,20,2,133,Online,Mrs.,Night
10596469,10-04-2022,Panipuri,Fastfood,20,5,199,Cash,Mr.,Night
11000013,01-11-2023,Sandwich,Beverages,20,8,337,Online,Mr.,Afternoon
13553536,10-03-2022,Panipuri,Beverages,20,9,196,Cash,Mrs.,Morning
2989177,10/20/2022,Vadapav,Fastfood,20,12,229,Online,Mr.,Evening
14738455,03-03-2023,Sugarcane juice,Fastfood,60,8,335,Cash,Mr.,Evening
14077703,4/17/2022,Vadapav,Fastfood,25,6,198,Online,Mrs.,Morning
13789254,10-07-2022,Sugarcane juice,Fastfood,25,9,252,Cash,Mrs.,Midnight
10008097,5/18/2022,Frankie,Fastfood,20,5,340,Cash,Mr.,Morning
7677338,6/14/2022,Sandwich,Fastfood,40,13,630,Online,Mr.,Evening
11203840,11-05-2022,Vadapav,Fastfood,25,11,325,Online,Mr.,Morning
5389505,8/24/2022,Sandwich,Fastfood,25,8,262,Online,Mr.,Evening
15157981,09-08-2022,Panipuri,Beverages,20,6,91,Cash,Mrs.,Night
13886859,03-07-2023,Aalopuri,Beverages,20,3,64,,Mr.,Midnight
12133066,2/23/2023,Panipuri,Beverages,60,3,307,Online,Mr.,Afternoon
12071450,03-09-2023,Vadapav,Beverages,20,3,69,,Mr.,Afternoon
14330526,3/17/2023,Sandwich,Beverages,40,2,165,Online,Mr.,Night
9984988,7/20/2022,Sugarcane juice,Fastfood,50,5,200,Cash,Mr.,Night
13763508,8/14/2022,Vadapav,Fastfood,20,10,239,Cash,Mr.,Afternoon
9045198,08-01-2022,Aalopuri,Fastfood,20,11,366,Cash,Mr.,Morning
15877551,2/13/2023,Cold coffee,Beverages,50,2,36,Online,Mrs.,Night
1235868,05-05-2022,Frankie,Fastfood,50,7,304,,Mr.,Morning
2539310,01-10-2023,Cold coffee,Fastfood,40,8,581,Online,Mrs.,Morning
217351,8/14/2022,Vadapav,Beverages,20,5,119,Cash,Mr.,Midnight
10594513,2/13/2023,Sugarcane juice,Fastfood,60,13,625,Cash,Mr.,Night
4694731,2/25/2023,Frankie,Fastfood,20,8,94,Cash,Mr.,Afternoon
5070953,6/22/2022,Cold coffee,Fastfood,40,15,777,Cash,Mrs.,Midnight
12910891,8/23/2022,Sandwich,Fastfood,20,5,133,,Mrs.,Night
13339142,05-08-2022,Aalopuri,Fastfood,20,14,204,Online,Mrs.,Evening
5792680,6/25/2022,Aalopuri,Fastfood,20,3,35,Cash,Mrs.,Morning
11593614,10/20/2022,Cold coffee,Beverages,40,14,621,Online,Mrs.,Midnight
