date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,item_name_index,item_type_index,transaction_type_index,received_by_index,time_of_sale_index
05-08-2022,Vadapav,Fastfood,20,5,60,Cash,Mrs.,Afternoon,5.0,0.0,0.0,1.0,2.0
11-05-2022,Aalopuri,Fastfood,20,14,582,Cash,Mrs.,Evening,3.0,0.0,0.0,1.0,3.0
1/25/2023,Frankie,Beverages,50,12,327,Cash,Mr.,Afternoon,4.0,1.0,0.0,0.0,2.0
7/13/2022,Sandwich,Beverages,40,11,360,Cash,Mrs.,Night,6.0,1.0,0.0,1.0,1.0
4/16/2022,Sugarcane juice,Fastfood,50,8,363,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
5/22/2022,Vadapav,Fastfood,20,8,160,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
9/18/2022,Frankie,Fastfood,25,10,472,Online,Mr.,Evening,4.0,0.0,1.0,0.0,3.0
6/14/2022,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
5/26/2022,Cold coffee,Beverages,40,9,162,Online,Mrs.,Afternoon,0.0,1.0,1.0,1.0,2.0
6/24/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
10/17/2022,Sandwich,Fastfood,60,8,161,Cash,Mrs.,Afternoon,6.0,0.0,0.0,1.0,2.0
5/22/2022,Sandwich,Fastfood,40,11,492,Cash,Mrs.,Morning,6.0,0.0,0.0,1.0,4.0
08-09-2022,Aalopuri,Fastfood,20,6,168,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
8/27/2022,Cold coffee,Beverages,40,4,300,Online,Mr.,Midnight,0.0,1.0,1.0,0.0,0.0
07-01-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight,1.0,1.0,0.0,1.0,0.0
12/28/2022,Panipuri,Fastfood,40,14,531,Cash,Mr.,Evening,2.0,0.0,0.0,0.0,3.0
4/27/2022,Sandwich,Beverages,60,11,476,Cash,Mrs.,Night,6.0,1.0,0.0,1.0,1.0
2/24/2023,Sandwich,Beverages,40,6,353,Cash,Mr.,Night,6.0,1.0,0.0,0.0,1.0
2/24/2023,Sugarcane juice,Fastfood,20,6,75,Cash,Mr.,Evening,1.0,0.0,0.0,0.0,3.0
7/21/2022,Aalopuri,Fastfood,50,1,30,Online,Mrs.,Morning,3.0,0.0,1.0,1.0,4.0
3/20/2023,Aalopuri,Fastfood,20,4,114,Online,Mrs.,Night,3.0,0.0,1.0,1.0,1.0
03-06-2023,Frankie,Fastfood,60,10,532,Online,Mrs.,Morning,4.0,0.0,1.0,1.0,4.0
10-08-2022,Vadapav,Beverages,20,7,131,Online,Mrs.,Midnight,5.0,1.0,1.0,1.0,0.0
09-12-2022,Vadapav,Fastfood,20,11,228,Online,Mrs.,Afternoon,5.0,0.0,1.0,1.0,2.0
10-08-2022,Sugarcane juice,Fastfood,20,2,78,Online,Mrs.,Morning,1.0,0.0,1.0,1.0,4.0
02-07-2023,Aalopuri,Fastfood,40,2,106,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
7/24/2022,Sugarcane juice,Fastfood,20,13,301,Online,Mrs.,Afternoon,1.0,0.0,1.0,1.0,2.0
1/16/2023,Sandwich,Beverages,40,11,468,Online,Mr.,Midnight,6.0,1.0,1.0,0.0,0.0
04-09-2022,Sandwich,Beverages,50,12,242,Online,Mr.,Morning,6.0,1.0,1.0,0.0,4.0
12-07-2022,Sandwich,Beverages,50,8,534,Cash,Mr.,Afternoon,6.0,1.0,0.0,0.0,2.0
10/26/2022,Sugarcane juice,Beverages,50,10,248,Cash,Mrs.,Afternoon,1.0,1.0,0.0,1.0,2.0
08-06-2022,Sandwich,Beverages,50,2,148,Online,Mr.,Night,6.0,1.0,1.0,0.0,1.0
4/27/2022,Sugarcane juice,Fastfood,20,6,251,Online,Mr.,Night,1.0,0.0,1.0,0.0,1.0
05-08-2022,Panipuri,Fastfood,20,11,435,Cash,Mrs.,Afternoon,2.0,0.0,0.0,1.0,2.0
07-06-2022,Sandwich,Fastfood,60,1,60,Online,Mr.,Midnight,6.0,0.0,1.0,0.0,0.0
3/16/2023,Vadapav,Fastfood,60,2,87,Online,Mrs.,Midnight,5.0,0.0,1.0,1.0,0.0
09-01-2022,Aalopuri,Fastfood,20,7,99,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
05-04-2022,Sandwich,Fastfood,25,2,70,Online,Mr.,Afternoon,6.0,0.0,1.0,0.0,2.0
7/30/2022,Frankie,Fastfood,25,6,88,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
4/24/2022,Frankie,Fastfood,20,12,519,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
10-09-2022,Aalopuri,Fastfood,20,15,733,Cash,Mrs.,Afternoon,3.0,0.0,0.0,1.0,2.0
10-03-2022,Aalopuri,Fastfood,20,15,675,Cash,Mrs.,Afternoon,3.0,0.0,0.0,1.0,2.0
01-11-2023,Panipuri,Fastfood,25,9,652,Online,Mr.,Afternoon,2.0,0.0,1.0,0.0,2.0
05-08-2022,Aalopuri,Beverages,20,9,103,Cash,Mrs.,Evening,3.0,1.0,0.0,1.0,3.0
10/22/2022,Aalopuri,Fastfood,20,13,332,Cash,Mr.,Morning,3.0,0.0,0.0,0.0,4.0
9/21/2022,Cold coffee,Beverages,60,13,597,Cash,Mrs.,Evening,0.0,1.0,0.0,1.0,3.0
04-03-2022,Sandwich,Fastfood,40,13,559,Cash,Mrs.,Evening,6.0,0.0,0.0,1.0,3.0
08-03-2022,Vadapav,Fastfood,50,13,267,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
1/20/2023,Cold coffee,Beverages,50,15,791,Online,Mrs.,Afternoon,0.0,1.0,1.0,1.0,2.0
10-02-2022,Aalopuri,Fastfood,20,9,77,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
9/25/2022,Cold coffee,Fastfood,50,14,781,Cash,Mrs.,Midnight,0.0,0.0,0.0,1.0,0.0
12/22/2022,Cold coffee,Beverages,40,9,267,Cash,Mrs.,Midnight,0.0,1.0,0.0,1.0,0.0
1/23/2023,Sandwich,Fastfood,20,13,700,Cash,Mrs.,Evening,6.0,0.0,0.0,1.0,3.0
10-03-2022,Cold coffee,Fastfood,40,9,456,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
8/31/2022,Aalopuri,Fastfood,20,12,232,Online,Mr.,Night,3.0,0.0,1.0,0.0,1.0
08-10-2022,Cold coffee,Fastfood,25,9,459,Cash,Mrs.,Afternoon,0.0,0.0,0.0,1.0,2.0
5/15/2022,Vadapav,Fastfood,20,11,537,Online,Mrs.,Morning,5.0,0.0,1.0,1.0,4.0
11/16/2022,Cold coffee,Fastfood,25,4,278,Cash,Mrs.,Morning,0.0,0.0,0.0,1.0,4.0
04-10-2022,Cold coffee,Fastfood,60,13,628,Online,Mr.,Midnight,0.0,0.0,1.0,0.0,0.0
6/19/2022,Frankie,Fastfood,60,9,328,Online,Mrs.,Afternoon,4.0,0.0,1.0,1.0,2.0
10/24/2022,Aalopuri,Fastfood,20,10,169,Online,Mr.,Night,3.0,0.0,1.0,0.0,1.0
3/17/2023,Sandwich,Beverages,40,10,220,Online,Mr.,Morning,6.0,1.0,1.0,0.0,4.0
4/25/2022,Panipuri,Beverages,60,8,172,Cash,Mr.,Night,2.0,1.0,0.0,0.0,1.0
5/20/2022,Cold coffee,Fastfood,20,2,42,Online,Mr.,Afternoon,0.0,0.0,1.0,0.0,2.0
1/21/2023,Cold coffee,Fastfood,60,11,790,Online,Mrs.,Morning,0.0,0.0,1.0,1.0,4.0
10-10-2022,Vadapav,Fastfood,20,8,282,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
12/13/2022,Cold coffee,Beverages,50,10,527,Online,Mrs.,Morning,0.0,1.0,1.0,1.0,4.0
11/18/2022,Panipuri,Fastfood,50,3,103,Cash,Mrs.,Midnight,2.0,0.0,0.0,1.0,0.0
02-04-2023,Sandwich,Fastfood,50,13,463,Online,Mr.,Night,6.0,0.0,1.0,0.0,1.0
05-05-2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Morning,0.0,1.0,1.0,1.0,4.0
10/31/2022,Sugarcane juice,Beverages,25,12,200,Cash,Mrs.,Night,1.0,1.0,0.0,1.0,1.0
4/18/2022,Panipuri,Beverages,60,7,179,Cash,Mrs.,Night,2.0,1.0,0.0,1.0,1.0
5/25/2022,Sandwich,Fastfood,20,4,179,Online,Mrs.,Morning,6.0,0.0,1.0,1.0,4.0
2/24/2023,Panipuri,Fastfood,20,6,249,Cash,Mr.,Midnight,2.0,0.0,0.0,0.0,0.0
02-03-2023,Vadapav,Fastfood,20,12,483,Cash,Mrs.,Evening,5.0,0.0,0.0,1.0,3.0
10-03-2022,Cold coffee,Beverages,40,3,235,Cash,Mr.,Midnight,0.0,1.0,0.0,0.0,0.0
10/17/2022,Aalopuri,Fastfood,20,14,585,Cash,Mrs.,Night,3.0,0.0,0.0,1.0,1.0
9/21/2022,Sandwich,Fastfood,40,12,646,Online,Mrs.,Midnight,6.0,0.0,1.0,1.0,0.0
02-05-2023,Frankie,Fastfood,60,14,508,Online,Mr.,Afternoon,4.0,0.0,1.0,0.0,2.0
10/22/2022,Sugarcane juice,Beverages,25,6,222,Online,Mrs.,Afternoon,1.0,1.0,1.0,1.0,2.0
12/24/2022,Vadapav,Fastfood,20,4,110,Cash,Mrs.,Evening,5.0,0.0,0.0,1.0,3.0
07-10-2022,Vadapav,Fastfood,25,6,78,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
10-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon,2.0,0.0,0.0,1.0,2.0
7/30/2022,Aalopuri,Fastfood,20,6,150,Cash,Mr.,Afternoon,3.0,0.0,0.0,0.0,2.0
1/20/2023,Vadapav,Fastfood,20,1,28,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
10/13/2022,Aalopuri,Fastfood,20,10,431,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
2/25/2023,Frankie,Fastfood,25,8,425,Cash,Mrs.,Evening,4.0,0.0,0.0,1.0,3.0
10/16/2022,Aalopuri,Fastfood,20,6,180,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
10/26/2022,Cold coffee,Fastfood,60,15,656,Cash,Mr.,Midnight,0.0,0.0,0.0,0.0,0.0
1/26/2023,Cold coffee,Fastfood,40,14,446,Cash,Mr.,Morning,0.0,0.0,0.0,0.0,4.0
10/17/2022,Vadapav,Beverages,60,7,110,Cash,Mr.,Midnight,5.0,1.0,0.0,0.0,0.0
10/19/2022,Aalopuri,Fastfood,20,13,104,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
12/14/2022,Vadapav,Fastfood,20,2,94,Online,Mr.,Morning,5.0,0.0,1.0,0.0,4.0
4/14/2022,Sugarcane juice,Fastfood,20,2,39,Online,Mrs.,Midnight,1.0,0.0,1.0,1.0,0.0
10/24/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
09-10-2022,Frankie,Fastfood,20,8,255,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
8/21/2022,Panipuri,Fastfood,20,1,34,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
10/31/2022,Aalopuri,Fastfood,20,1,29,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
10/21/2022,Frankie,Beverages,40,3,80,Online,Mr.,Midnight,4.0,1.0,1.0,0.0,0.0
7/23/2022,Cold coffee,Fastfood,40,6,272,Cash,Mr.,Morning,0.0,0.0,0.0,0.0,4.0
8/15/2022,Aalopuri,Beverages,20,4,116,Online,Mrs.,Midnight,3.0,1.0,1.0,1.0,0.0
08-05-2022,Panipuri,Beverages,20,10,166,Cash,Mrs.,Morning,2.0,1.0,0.0,1.0,4.0
2/27/2023,Frankie,Beverages,40,12,541,Cash,Mr.,Evening,4.0,1.0,0.0,0.0,3.0
4/24/2022,Panipuri,Fastfood,25,7,464,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
8/14/2022,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,2.0,0.0,1.0,0.0,0.0
07-12-2022,Frankie,Fastfood,50,2,206,Online,Mrs.,Morning,4.0,0.0,1.0,1.0,4.0
5/15/2022,Cold coffee,Fastfood,50,3,449,Cash,Mr.,Evening,0.0,0.0,0.0,0.0,3.0
10/19/2022,Panipuri,Fastfood,20,2,45,Cash,Mr.,Midnight,2.0,0.0,0.0,0.0,0.0
7/18/2022,Sugarcane juice,Fastfood,25,5,93,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
01-10-2023,Vadapav,Fastfood,20,13,442,Cash,Mrs.,Morning,5.0,0.0,0.0,1.0,4.0
12/26/2022,Sugarcane juice,Beverages,50,8,178,Online,Mrs.,Night,1.0,1.0,1.0,1.0,1.0
02-06-2023,Vadapav,Fastfood,20,7,211,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
12-12-2022,Sugarcane juice,Fastfood,20,7,383,Online,Mr.,Night,1.0,0.0,1.0,0.0,1.0
04-07-2022,Aalopuri,Fastfood,20,13,332,Online,Mr.,Midnight,3.0,0.0,1.0,0.0,0.0
3/15/2023,Sandwich,Beverages,50,6,304,Cash,Mr.,Evening,6.0,1.0,0.0,0.0,3.0
11-12-2022,Frankie,Beverages,40,3,74,Cash,Mr.,Midnight,4.0,1.0,0.0,0.0,0.0
07-11-2022,Cold coffee,Fastfood,60,9,399,Cash,Mr.,Night,0.0,0.0,0.0,0.0,1.0
06-11-2022,Vadapav,Fastfood,20,13,188,Cash,Mrs.,Evening,5.0,0.0,0.0,1.0,3.0
1/28/2023,Vadapav,Fastfood,20,8,219,Online,Mr.,Evening,5.0,0.0,1.0,0.0,3.0
07-11-2022,Sandwich,Beverages,50,11,392,Online,Mr.,Night,6.0,1.0,1.0,0.0,1.0
1/16/2023,Sugarcane juice,Beverages,25,14,434,Cash,Mr.,Afternoon,1.0,1.0,0.0,0.0,2.0
4/26/2022,Panipuri,Beverages,40,5,126,Cash,Mrs.,Afternoon,2.0,1.0,0.0,1.0,2.0
10-02-2022,Vadapav,Beverages,50,9,157,Online,Mr.,Morning,5.0,1.0,1.0,0.0,4.0
3/17/2023,Panipuri,Fastfood,20,12,372,Cash,Mrs.,Midnight,2.0,0.0,0.0,1.0,0.0
11-08-2022,Frankie,Fastfood,50,13,535,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
10-03-2022,Cold coffee,Beverages,40,9,475,Online,Mrs.,Morning,0.0,1.0,1.0,1.0,4.0
01-02-2023,Cold coffee,Fastfood,60,3,156,Cash,Mrs.,Night,0.0,0.0,0.0,1.0,1.0
02-10-2023,Cold coffee,Fastfood,40,14,727,Cash,Mrs.,Evening,0.0,0.0,0.0,1.0,3.0
01-05-2023,Panipuri,Fastfood,25,12,208,Cash,Mrs.,Night,2.0,0.0,0.0,1.0,1.0
2/28/2023,Sugarcane juice,Fastfood,25,14,563,Cash,Mrs.,Night,1.0,0.0,0.0,1.0,1.0
9/29/2022,Vadapav,Fastfood,50,12,662,Cash,Mr.,Night,5.0,0.0,0.0,0.0,1.0
9/17/2022,Aalopuri,Fastfood,20,9,336,Online,Mr.,Morning,3.0,0.0,1.0,0.0,4.0
01-04-2023,Vadapav,Fastfood,20,5,82,Cash,Mr.,Evening,5.0,0.0,0.0,0.0,3.0
8/13/2022,Cold coffee,Beverages,40,12,757,Online,Mrs.,Afternoon,0.0,1.0,1.0,1.0,2.0
2/25/2023,Panipuri,Beverages,60,11,430,Cash,Mr.,Night,2.0,1.0,0.0,0.0,1.0
6/18/2022,Sugarcane juice,Fastfood,20,8,151,Online,Mr.,Evening,1.0,0.0,1.0,0.0,3.0
11-02-2022,Sandwich,Beverages,60,9,364,Cash,Mr.,Morning,6.0,1.0,0.0,0.0,4.0
09-11-2022,Panipuri,Fastfood,40,5,385,Online,Mr.,Night,2.0,0.0,1.0,0.0,1.0
6/18/2022,Sandwich,Fastfood,60,12,630,Online,Mr.,Evening,6.0,0.0,1.0,0.0,3.0
7/19/2022,Aalopuri,Fastfood,20,9,405,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
5/15/2022,Sugarcane juice,Fastfood,50,11,211,Online,Mr.,Night,1.0,0.0,1.0,0.0,1.0
5/13/2022,Aalopuri,Fastfood,20,9,100,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
01-06-2023,Cold coffee,Fastfood,40,5,319,Cash,Mrs.,Night,0.0,0.0,0.0,1.0,1.0
9/25/2022,Vadapav,Fastfood,25,8,310,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
09-06-2022,Panipuri,Fastfood,25,15,632,Cash,Mr.,Morning,2.0,0.0,0.0,0.0,4.0
4/28/2022,Vadapav,Beverages,25,7,132,Cash,Mr.,Morning,5.0,1.0,0.0,0.0,4.0
08-10-2022,Cold coffee,Fastfood,60,13,514,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
11/15/2022,Sandwich,Fastfood,20,1,31,Cash,Mrs.,Morning,6.0,0.0,0.0,1.0,4.0
5/25/2022,Frankie,Fastfood,25,5,223,Online,Mr.,Midnight,4.0,0.0,1.0,0.0,0.0
11-05-2022,Cold coffee,Fastfood,50,9,304,Online,Mr.,Night,0.0,0.0,1.0,0.0,1.0
3/27/2023,Vadapav,Fastfood,20,13,570,Online,Mr.,Afternoon,5.0,0.0,1.0,0.0,2.0
5/15/2022,Sugarcane juice,Fastfood,50,6,175,Cash,Mr.,Morning,1.0,0.0,0.0,0.0,4.0
8/14/2022,Vadapav,Fastfood,20,10,239,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
9/18/2022,Aalopuri,Fastfood,20,2,27,Online,Mrs.,Midnight,3.0,0.0,1.0,1.0,0.0
5/18/2022,Cold coffee,Fastfood,40,7,556,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
1/25/2023,Cold coffee,Beverages,60,11,612,Cash,Mrs.,Morning,0.0,1.0,0.0,1.0,4.0
11/26/2022,Frankie,Fastfood,20,8,528,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
9/24/2022,Sugarcane juice,Fastfood,20,9,457,Cash,Mrs.,Night,1.0,0.0,0.0,1.0,1.0
09-06-2022,Panipuri,Fastfood,20,2,74,Cash,Mrs.,Midnight,2.0,0.0,0.0,1.0,0.0
09-06-2022,Sugarcane juice,Beverages,20,11,253,Cash,Mrs.,Midnight,1.0,1.0,0.0,1.0,0.0
6/25/2022,Aalopuri,Fastfood,20,13,344,Online,Mr.,Night,3.0,0.0,1.0,0.0,1.0
04-03-2022,Frankie,Beverages,60,1,110,Online,Mrs.,Midnight,4.0,1.0,1.0,1.0,0.0
10/20/2022,Cold coffee,Beverages,60,2,263,Cash,Mr.,Midnight,0.0,1.0,0.0,0.0,0.0
2/23/2023,Frankie,Beverages,25,2,48,Online,Mrs.,Midnight,4.0,1.0,1.0,1.0,0.0
09-03-2022,Sugarcane juice,Fastfood,20,12,335,Cash,Mr.,Midnight,1.0,0.0,0.0,0.0,0.0
05-07-2022,Panipuri,Fastfood,20,1,32,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
10-04-2022,Vadapav,Fastfood,20,12,180,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
10/24/2022,Sugarcane juice,Fastfood,50,6,108,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
12/17/2022,Sandwich,Beverages,40,13,534,Cash,Mr.,Afternoon,6.0,1.0,0.0,0.0,2.0
11-03-2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon,4.0,0.0,0.0,0.0,2.0
08-09-2022,Panipuri,Fastfood,60,14,495,Cash,Mr.,Evening,2.0,0.0,0.0,0.0,3.0
1/28/2023,Aalopuri,Beverages,20,14,362,Cash,Mr.,Midnight,3.0,1.0,0.0,0.0,0.0
9/21/2022,Sugarcane juice,Fastfood,20,9,143,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
11-08-2022,Frankie,Fastfood,20,6,168,Cash,Mr.,Midnight,4.0,0.0,0.0,0.0,0.0
1/14/2023,Frankie,Beverages,20,8,233,Online,Mrs.,Midnight,4.0,1.0,1.0,1.0,0.0
05-04-2022,Aalopuri,Fastfood,20,8,250,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
2/14/2023,Cold coffee,Fastfood,40,15,699,Online,Mrs.,Midnight,0.0,0.0,1.0,1.0,0.0
5/22/2022,Panipuri,Fastfood,40,13,316,Cash,Mr.,Midnight,2.0,0.0,0.0,0.0,0.0
04-05-2022,Aalopuri,Fastfood,20,12,93,Cash,Mr.,Evening,3.0,0.0,0.0,0.0,3.0
12/24/2022,Vadapav,Fastfood,50,7,190,Online,Mrs.,Morning,5.0,0.0,1.0,1.0,4.0
11-05-2022,Panipuri,Fastfood,20,12,337,Cash,Mr.,Afternoon,2.0,0.0,0.0,0.0,2.0
10-11-2022,Aalopuri,Fastfood,20,4,46,Online,Mr.,Night,3.0,0.0,1.0,0.0,1.0
2/13/2023,Vadapav,Beverages,60,5,99,Cash,Mrs.,Afternoon,5.0,1.0,0.0,1.0,2.0
8/26/2022,Vadapav,Fastfood,20,11,222,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
6/25/2022,Aalopuri,Fastfood,20,5,52,Online,Mr.,Midnight,3.0,0.0,1.0,0.0,0.0
10-08-2022,Aalopuri,Fastfood,20,2,43,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
05-09-2022,Panipuri,Fastfood,20,14,458,Cash,Mr.,Afternoon,2.0,0.0,0.0,0.0,2.0
05-05-2022,Frankie,Fastfood,50,14,400,Online,Mr.,Morning,4.0,0.0,1.0,0.0,4.0
11/17/2022,Sugarcane juice,Beverages,25,5,161,Online,Mr.,Morning,1.0,1.0,1.0,0.0,4.0
10/30/2022,Frankie,Beverages,50,7,252,Online,Mrs.,Afternoon,4.0,1.0,1.0,1.0,2.0
7/30/2022,Sugarcane juice,Fastfood,20,3,53,Online,Mrs.,Morning,1.0,0.0,1.0,1.0,4.0
08-08-2022,Panipuri,Fastfood,25,1,122,Cash,Mrs.,Evening,2.0,0.0,0.0,1.0,3.0
2/20/2023,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,0.0,1.0,1.0,1.0,3.0
12/27/2022,Vadapav,Fastfood,20,1,27,Cash,Mrs.,Afternoon,5.0,0.0,0.0,1.0,2.0
03-02-2023,Panipuri,Fastfood,50,15,567,Cash,Mr.,Evening,2.0,0.0,0.0,0.0,3.0
12-09-2022,Panipuri,Fastfood,25,5,226,Cash,Mr.,Night,2.0,0.0,0.0,0.0,1.0
10/14/2022,Aalopuri,Fastfood,20,1,31,Cash,Mrs.,Morning,3.0,0.0,0.0,1.0,4.0
10-04-2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
03-08-2023,Panipuri,Beverages,20,12,391,Cash,Mr.,Afternoon,2.0,1.0,0.0,0.0,2.0
12/26/2022,Aalopuri,Fastfood,20,2,89,Online,Mrs.,Morning,3.0,0.0,1.0,1.0,4.0
05-03-2022,Frankie,Fastfood,20,10,123,Cash,Mrs.,Evening,4.0,0.0,0.0,1.0,3.0
2/15/2023,Sandwich,Beverages,60,7,552,Online,Mrs.,Afternoon,6.0,1.0,1.0,1.0,2.0
11/26/2022,Sandwich,Beverages,25,10,237,Cash,Mr.,Morning,6.0,1.0,0.0,0.0,4.0
03-09-2023,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon,4.0,0.0,1.0,0.0,2.0
10-11-2022,Vadapav,Beverages,25,4,33,Cash,Mrs.,Evening,5.0,1.0,0.0,1.0,3.0
06-11-2022,Cold coffee,Fastfood,20,2,57,Cash,Mrs.,Midnight,0.0,0.0,0.0,1.0,0.0
3/23/2023,Frankie,Beverages,60,8,234,Cash,Mrs.,Morning,4.0,1.0,0.0,1.0,4.0
02-01-2023,Sugarcane juice,Fastfood,20,4,117,Cash,Mr.,Afternoon,1.0,0.0,0.0,0.0,2.0
6/19/2022,Sugarcane juice,Fastfood,20,7,142,Online,Mr.,Morning,1.0,0.0,1.0,0.0,4.0
12-05-2022,Cold coffee,Beverages,40,11,689,Cash,Mrs.,Afternoon,0.0,1.0,0.0,1.0,2.0
6/14/2022,Panipuri,Beverages,25,2,37,Cash,Mrs.,Evening,2.0,1.0,0.0,1.0,3.0
1/16/2023,Frankie,Beverages,50,13,228,Cash,Mrs.,Morning,4.0,1.0,0.0,1.0,4.0
1/29/2023,Sugarcane juice,Beverages,20,4,231,Cash,Mrs.,Morning,1.0,1.0,0.0,1.0,4.0
5/29/2022,Vadapav,Fastfood,20,13,335,Online,Mr.,Morning,5.0,0.0,1.0,0.0,4.0
4/16/2022,Frankie,Beverages,25,12,145,Online,Mr.,Evening,4.0,1.0,1.0,0.0,3.0
9/16/2022,Cold coffee,Beverages,40,3,289,Online,Mr.,Evening,0.0,1.0,1.0,0.0,3.0
8/31/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
9/20/2022,Cold coffee,Fastfood,50,10,543,Cash,Mr.,Midnight,0.0,0.0,0.0,0.0,0.0
07-07-2022,Vadapav,Fastfood,20,13,507,Cash,Mr.,Night,5.0,0.0,0.0,0.0,1.0
1/23/2023,Cold coffee,Beverages,40,3,391,Online,Mrs.,Evening,0.0,1.0,1.0,1.0,3.0
9/28/2022,Sugarcane juice,Fastfood,25,1,38,Cash,Mr.,Midnight,1.0,0.0,0.0,0.0,0.0
12-05-2022,Frankie,Beverages,20,2,67,Cash,Mrs.,Morning,4.0,1.0,0.0,1.0,4.0
5/21/2022,Sugarcane juice,Fastfood,20,3,238,Online,Mrs.,Night,1.0,0.0,1.0,1.0,1.0
7/24/2022,Sugarcane juice,Fastfood,50,7,350,Cash,Mrs.,Morning,1.0,0.0,0.0,1.0,4.0
03-03-2023,Panipuri,Fastfood,25,3,222,Online,Mrs.,Morning,2.0,0.0,1.0,1.0,4.0
10-07-2022,Sugarcane juice,Beverages,25,10,337,Cash,Mr.,Night,1.0,1.0,0.0,0.0,1.0
11/26/2022,Sugarcane juice,Beverages,50,13,270,Cash,Mr.,Afternoon,1.0,1.0,0.0,0.0,2.0
10/29/2022,Frankie,Beverages,20,14,439,Cash,Mrs.,Night,4.0,1.0,0.0,1.0,1.0
8/31/2022,Sugarcane juice,Beverages,20,10,177,Cash,Mrs.,Afternoon,1.0,1.0,0.0,1.0,2.0
11/14/2022,Panipuri,Fastfood,40,3,457,Online,Mr.,Evening,2.0,0.0,1.0,0.0,3.0
03-09-2023,Sugarcane juice,Fastfood,20,9,345,Online,Mrs.,Night,1.0,0.0,1.0,1.0,1.0
07-02-2022,Cold coffee,Fastfood,50,11,558,Cash,Mrs.,Afternoon,0.0,0.0,0.0,1.0,2.0
5/25/2022,Sugarcane juice,Fastfood,20,4,187,Online,Mrs.,Afternoon,1.0,0.0,1.0,1.0,2.0
05-06-2022,Panipuri,Beverages,60,5,362,Cash,Mrs.,Night,2.0,1.0,0.0,1.0,1.0
9/19/2022,Cold coffee,Fastfood,60,2,174,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
04-09-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Evening,6.0,0.0,0.0,0.0,3.0
