date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
12/19/2022,Sugarcane juice,Fastfood,20,2,116,Cash,Mrs.,Midnight
12-12-2022,Vadapav,Fastfood,20,5,276,Online,Mrs.,Afternoon
03-09-2023,Panipuri,Beverages,60,3,158,Cash,Mr.,Afternoon
9/14/2022,Sugarcane juice,Fastfood,25,8,290,Online,Mr.,Afternoon
3/16/2023,Sandwich,Fastfood,40,10,405,Cash,Mrs.,Evening
04-09-2022,Panipuri,Fastfood,25,3,514,Cash,Mr.,Evening
7/27/2022,Sandwich,Beverages,60,9,264,Online,Mrs.,Morning
10/24/2022,Sandwich,Fastfood,25,14,711,Online,Mr.,Afternoon
8/28/2022,Panipuri,Fastfood,60,10,348,Cash,Mr.,Afternoon
01-10-2023,Sugarcane juice,Fastfood,20,12,336,Online,Mr.,Morning
10-09-2022,Frankie,Fastfood,20,12,264,Cash,Mrs.,Night
11/15/2022,Vadapav,Fastfood,20,2,66,Online,Mrs.,Evening
8/18/2022,Cold coffee,Beverages,40,15,601,Cash,Mr.,Afternoon
11-01-2022,Frankie,Fastfood,60,12,522,Online,Mrs.,Evening
04-04-2022,Sandwich,Fastfood,20,2,36,Cash,Mr.,Morning
2/22/2023,Vadapav,Fastfood,20,4,66,Cash,Mr.,Night
6/13/2022,Sugarcane juice,Fastfood,20,9,136,Online,Mr.,Evening
11-02-2022,Panipuri,Fastfood,20,7,326,Cash,Mr.,Night
3/15/2023,Sugarcane juice,Fastfood,20,12,346,Cash,Mrs.,Morning
02-12-2023,Cold coffee,Fastfood,40,4,269,Online,Mr.,Midnight
5/27/2022,Sugarcane juice,Beverages,20,6,201,Cash,Mrs.,Afternoon
10/18/2022,Vadapav,Fastfood,50,3,102,Cash,Mr.,Afternoon
04-04-2022,Frankie,Fastfood,50,11,678,Online,Mr.,Morning
03-07-2023,Cold coffee,Fastfood,25,9,418,Online,Mr.,Midnight
03-04-2023,Sandwich,Fastfood,60,6,353,Online,Mrs.,Midnight
2/22/2023,Vadapav,Fastfood,20,4,101,Online,Mrs.,Afternoon
10/22/2022,Cold coffee,Fastfood,40,10,478,Online,Mr.,Evening
8/17/2022,Aalopuri,Beverages,20,10,49,Online,Mrs.,Night
10-03-2022,Cold coffee,Fastfood,50,14,780,Online,Mrs.,Morning
12/16/2022,Frankie,Fastfood,60,3,107,Online,Mrs.,Evening
6/26/2022,Sandwich,Fastfood,20,15,611,Cash,Mr.,Midnight
11-12-2022,Sugarcane juice,Beverages,25,2,58,Cash,Mrs.,Morning
4/23/2022,Sugarcane juice,Beverages,25,13,144,Cash,Mrs.,Night
10-09-2022,Panipuri,Fastfood,20,12,390,Cash,Mr.,Morning
1/24/2023,Vadapav,Beverages,25,3,44,Cash,Mr.,Morning
9/27/2022,Panipuri,Fastfood,25,14,585,Online,Mrs.,Morning
8/14/2022,Cold coffee,Beverages,40,8,333,Cash,Mrs.,Midnight
9/21/2022,Sugarcane juice,Beverages,20,7,242,Online,Mrs.,Midnight
04-07-2022,Cold coffee,Fastfood,50,4,114,Online,Mrs.,Afternoon
10/30/2022,Cold coffee,Fastfood,40,3,197,Online,Mr.,Evening
10-07-2022,Sandwich,Beverages,40,4,172,Online,Mrs.,Afternoon
7/13/2022,Cold coffee,Fastfood,25,7,178,Online,Mr.,Morning
7/13/2022,Cold coffee,Fastfood,50,10,278,Online,Mrs.,Afternoon
3/22/2023,Vadapav,Fastfood,20,1,26,Cash,Mrs.,Night
11-03-2022,Sandwich,Beverages,60,12,588,Cash,Mrs.,Morning
8/14/2022,Sugarcane juice,Fastfood,20,12,368,Online,Mrs.,Afternoon
9/21/2022,Vadapav,Fastfood,20,8,99,Online,Mrs.,Afternoon
8/21/2022,Aalopuri,Fastfood,20,3,84,Cash,Mrs.,Afternoon
02-10-2023,Frankie,Fastfood,50,7,236,Online,Mr.,Night
11-01-2022,Frankie,Beverages,60,14,638,Online,Mr.,Midnight
7/29/2022,Cold coffee,Fastfood,40,7,548,Online,Mr.,Afternoon
02-04-2023,Cold coffee,Beverages,60,1,83,Online,Mr.,Evening
8/15/2022,Sugarcane juice,Fastfood,20,7,119,Cash,Mr.,Afternoon
04-08-2022,Sandwich,Fastfood,50,5,211,Online,Mr.,Midnight
6/20/2022,Frankie,Fastfood,25,6,210,Online,Mrs.,Night
1/21/2023,Frankie,Fastfood,60,8,253,Cash,Mrs.,Afternoon
05-09-2022,Panipuri,Fastfood,20,14,458,Cash,Mr.,Afternoon
11/23/2022,Vadapav,Fastfood,20,8,351,Online,Mr.,Evening
05-07-2022,Vadapav,Beverages,50,14,412,Online,Mrs.,Morning
10-03-2022,Vadapav,Fastfood,20,5,149,Cash,Mr.,Morning
10-08-2022,Cold coffee,Fastfood,25,7,496,Online,Mrs.,Morning
2/13/2023,Vadapav,Fastfood,25,11,367,Online,Mr.,Midnight
9/29/2022,Frankie,Fastfood,50,13,344,Online,Mr.,Night
02-04-2023,Sugarcane juice,Fastfood,20,13,480,Cash,Mrs.,Afternoon
7/24/2022,Sandwich,Fastfood,20,11,309,Online,Mr.,Morning
1/25/2023,Cold coffee,Fastfood,40,4,116,Cash,Mr.,Evening
3/27/2023,Panipuri,Beverages,25,13,558,Cash,Mr.,Evening
07-07-2022,Vadapav,Beverages,20,13,179,Online,Mr.,Midnight
10-07-2022,Aalopuri,Fastfood,20,12,160,Online,Mr.,Evening
05-09-2022,Sandwich,Fastfood,60,3,151,Cash,Mrs.,Midnight
05-08-2022,Panipuri,Fastfood,20,8,204,Cash,Mr.,Midnight
10-08-2022,Cold coffee,Beverages,40,6,569,Online,Mrs.,Afternoon
03-10-2023,Frankie,Fastfood,20,12,424,Online,Mr.,Morning
02-05-2023,Aalopuri,Fastfood,20,15,418,Cash,Mr.,Afternoon
8/20/2022,Panipuri,Beverages,20,3,139,Online,Mr.,Morning
3/19/2023,Frankie,Fastfood,40,11,550,Online,Mrs.,Evening
05-05-2022,Sugarcane juice,Fastfood,20,4,261,Cash,Mr.,Midnight
9/18/2022,Sandwich,Beverages,40,9,313,Cash,Mrs.,Midnight
08-05-2022,Vadapav,Fastfood,20,3,105,Online,Mr.,Afternoon
09-08-2022,Sandwich,Beverages,60,11,307,Cash,Mrs.,Midnight
01-05-2023,Vadapav,Fastfood,20,5,49,Cash,Mr.,Evening
7/16/2022,Panipuri,Fastfood,25,8,220,Cash,Mrs.,Morning
10/18/2022,Sandwich,Fastfood,50,6,467,Cash,Mrs.,Morning
6/26/2022,Aalopuri,Beverages,20,5,59,Cash,Mr.,Afternoon
12-05-2022,Cold coffee,Fastfood,50,14,758,Cash,Mrs.,Evening
4/25/2022,Sandwich,Fastfood,60,13,669,Cash,Mrs.,Afternoon
07-01-2022,Sandwich,Fastfood,20,4,135,Cash,Mrs.,Afternoon
03-06-2023,Vadapav,Fastfood,20,7,97,Cash,Mr.,Morning
10/21/2022,Frankie,Beverages,40,3,80,Online,Mr.,Midnight
02-03-2023,Sandwich,Fastfood,25,10,360,Cash,Mr.,Midnight
6/25/2022,Vadapav,Fastfood,20,8,179,Cash,Mrs.,Night
6/25/2022,Panipuri,Fastfood,60,11,244,Online,Mrs.,Evening
2/24/2023,Vadapav,Beverages,40,3,65,Cash,Mrs.,Evening
2/13/2023,Vadapav,Beverages,60,5,99,Cash,Mrs.,Afternoon
9/25/2022,Cold coffee,Fastfood,50,14,781,Cash,Mrs.,Midnight
07-04-2022,Aalopuri,Fastfood,20,2,26,Cash,Mrs.,Midnight
08-09-2022,Sandwich,Fastfood,20,3,57,Cash,Mr.,Midnight
12-05-2022,Sandwich,Fastfood,25,2,39,Cash,Mr.,Midnight
02-03-2023,Sugarcane juice,Fastfood,20,1,27,Cash,Mrs.,Midnight
11-10-2022,Sugarcane juice,Fastfood,20,3,182,Cash,Mrs.,Morning
02-12-2023,Frankie,Fastfood,20,6,272,Cash,Mr.,Night
11-02-2022,Sandwich,Beverages,60,9,364,Cash,Mr.,Morning
11-12-2022,Panipuri,Fastfood,20,13,466,Online,Mr.,Afternoon
11-11-2022,Cold coffee,Beverages,40,12,565,Cash,Mrs.,Night
07-12-2022,Cold coffee,Beverages,40,11,383,Online,Mr.,Afternoon
10/23/2022,Panipuri,Fastfood,20,11,497,Online,Mrs.,Evening
03-02-2023,Frankie,Beverages,25,5,117,Cash,Mrs.,Midnight
12/28/2022,Frankie,Beverages,20,6,105,Cash,Mrs.,Midnight
01-04-2023,Aalopuri,Fastfood,20,5,136,Cash,Mrs.,Morning
06-09-2022,Cold coffee,Fastfood,50,9,376,Cash,Mrs.,Evening
7/20/2022,Aalopuri,Fastfood,20,2,43,Cash,Mrs.,Morning
9/29/2022,Sugarcane juice,Fastfood,20,6,256,Cash,Mr.,Night
09-06-2022,Aalopuri,Fastfood,20,7,91,Cash,Mr.,Afternoon
2/14/2023,Frankie,Beverages,60,1,63,Online,Mrs.,Evening
1/31/2023,Panipuri,Fastfood,40,2,332,Online,Mr.,Midnight
12-09-2022,Aalopuri,Fastfood,20,5,124,Online,Mrs.,Midnight
10-09-2022,Panipuri,Fastfood,50,10,543,Online,Mr.,Morning
4/23/2022,Sandwich,Beverages,40,4,290,Online,Mr.,Evening
10-04-2022,Aalopuri,Fastfood,20,6,182,Cash,Mrs.,Night
11-04-2022,Panipuri,Fastfood,60,10,284,Cash,Mrs.,Morning
05-12-2022,Cold coffee,Beverages,40,11,545,Cash,Mrs.,Evening
1/14/2023,Cold coffee,Fastfood,40,13,795,Cash,Mr.,Evening
10-11-2022,Frankie,Fastfood,60,13,579,Cash,Mrs.,Evening
3/19/2023,Vadapav,Beverages,60,7,232,Online,Mr.,Morning
11/23/2022,Cold coffee,Beverages,40,7,610,Online,Mr.,Morning
9/29/2022,Cold coffee,Fastfood,60,9,208,Cash,Mr.,Midnight
11/24/2022,Vadapav,Fastfood,20,7,567,Cash,Mrs.,Midnight
8/19/2022,Cold coffee,Beverages,60,6,170,Cash,Mrs.,Midnight
8/21/2022,Vadapav,Fastfood,60,14,467,Cash,Mr.,Afternoon
1/16/2023,Frankie,Beverages,25,5,107,Online,Mr.,Midnight
05-04-2022,Aalopuri,Beverages,20,4,65,Online,Mr.,Afternoon
11/16/2022,Frankie,Beverages,25,12,638,Cash,Mr.,Morning
10-01-2022,Frankie,Beverages,40,1,121,Cash,Mr.,Night
03-05-2023,Vadapav,Fastfood,25,1,59,Cash,Mr.,Afternoon
09-12-2022,Cold coffee,Beverages,40,12,782,Cash,Mr.,Afternoon
2/20/2023,Sugarcane juice,Fastfood,20,8,253,Cash,Mrs.,Evening
3/29/2023,Cold coffee,Fastfood,60,6,141,Online,Mr.,Night
04-09-2022,Sandwich,Fastfood,60,12,432,Cash,Mrs.,Night
05-09-2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Night
11-12-2022,Panipuri,Fastfood,20,12,644,Online,Mrs.,Morning
12/28/2022,Aalopuri,Fastfood,20,4,37,Online,Mr.,Afternoon
5/21/2022,Sandwich,Beverages,40,6,145,Online,Mr.,Morning
4/25/2022,Sandwich,Beverages,60,12,435,Cash,Mrs.,Evening
5/22/2022,Sandwich,Beverages,60,2,143,Cash,Mrs.,Morning
01-03-2023,Sandwich,Fastfood,60,5,276,Cash,Mr.,Evening
2/18/2023,Aalopuri,Fastfood,20,14,489,Online,Mrs.,Evening
03-11-2023,Sandwich,Beverages,60,9,301,Online,Mr.,Morning
09-11-2022,Sugarcane juice,Fastfood,50,14,544,Cash,Mrs.,Morning
10-11-2022,Frankie,Fastfood,40,14,799,Cash,Mr.,Evening
10/22/2022,Vadapav,Fastfood,20,9,121,Online,Mrs.,Afternoon
03-05-2023,Sugarcane juice,Fastfood,25,2,56,Online,Mrs.,Morning
12/21/2022,Frankie,Beverages,20,4,68,Online,Mr.,Night
2/14/2023,Cold coffee,Fastfood,40,6,430,Online,Mr.,Night
3/23/2023,Sugarcane juice,Fastfood,20,13,320,Online,Mr.,Midnight
11-05-2022,Sugarcane juice,Fastfood,20,13,242,Online,Mr.,Midnight
5/22/2022,Sandwich,Beverages,60,12,637,Cash,Mr.,Morning
6/24/2022,Vadapav,Fastfood,20,11,162,Online,Mr.,Morning
05-08-2022,Vadapav,Fastfood,20,11,182,Online,Mr.,Morning
02-08-2023,Frankie,Fastfood,25,13,611,Cash,Mrs.,Midnight
2/23/2023,Sugarcane juice,Fastfood,20,8,217,Cash,Mrs.,Evening
01-10-2023,Frankie,Beverages,20,4,208,Online,Mr.,Midnight
11-08-2022,Frankie,Fastfood,50,2,243,Cash,Mr.,Morning
05-09-2022,Frankie,Beverages,20,14,294,Online,Mrs.,Night
4/17/2022,Vadapav,Beverages,25,7,48,Online,Mr.,Evening
02-10-2023,Frankie,Fastfood,60,3,182,Cash,Mr.,Midnight
07-04-2022,Cold coffee,Beverages,40,6,442,Online,Mr.,Night
11-07-2022,Vadapav,Fastfood,20,13,384,Cash,Mr.,Evening
2/13/2023,Panipuri,Beverages,20,8,269,Online,Mr.,Evening
5/22/2022,Cold coffee,Fastfood,40,13,393,Online,Mrs.,Night
5/15/2022,Frankie,Beverages,60,12,554,Online,Mr.,Night
02-07-2023,Aalopuri,Fastfood,20,8,55,Online,Mr.,Night
6/30/2022,Sugarcane juice,Fastfood,25,14,513,Cash,Mr.,Night
12/22/2022,Aalopuri,Fastfood,20,2,49,Online,Mrs.,Morning
05-01-2022,Panipuri,Beverages,20,12,231,Cash,Mrs.,Evening
7/19/2022,Cold coffee,Beverages,60,5,320,Online,Mr.,Morning
2/27/2023,Frankie,Fastfood,60,15,572,Cash,Mrs.,Afternoon
9/25/2022,Vadapav,Fastfood,20,14,189,Cash,Mrs.,Midnight
2/20/2023,Sandwich,Fastfood,25,4,251,Cash,Mrs.,Night
6/15/2022,Sandwich,Fastfood,25,15,462,Cash,Mr.,Afternoon
6/14/2022,Frankie,Beverages,20,5,198,Online,Mrs.,Midnight
4/23/2022,Aalopuri,Fastfood,20,6,56,Cash,Mrs.,Night
04-12-2022,Cold coffee,Fastfood,40,10,502,Cash,Mr.,Afternoon
1/16/2023,Panipuri,Fastfood,25,14,479,Online,Mr.,Morning
03-08-2023,Panipuri,Fastfood,25,13,634,Cash,Mr.,Morning
8/16/2022,Vadapav,Fastfood,20,12,307,Cash,Mrs.,Morning
10/20/2022,Sugarcane juice,Fastfood,60,12,471,Cash,Mrs.,Evening
3/15/2023,Panipuri,Fastfood,25,9,469,Online,Mr.,Night
5/30/2022,Aalopuri,Fastfood,20,4,97,Online,Mrs.,Midnight
11/24/2022,Frankie,Beverages,40,12,406,Cash,Mr.,Midnight
6/16/2022,Frankie,Fastfood,40,10,304,Online,Mrs.,Evening
02-05-2023,Panipuri,Fastfood,20,15,348,Cash,Mr.,Evening
10/29/2022,Vadapav,Fastfood,20,12,309,Online,Mrs.,Evening
5/21/2022,Aalopuri,Fastfood,20,11,81,Online,Mr.,Night
07-02-2022,Vadapav,Fastfood,20,15,278,Cash,Mr.,Afternoon
2/21/2023,Cold coffee,Fastfood,40,15,709,Online,Mrs.,Afternoon
12/24/2022,Sandwich,Beverages,20,12,462,Online,Mr.,Midnight
4/26/2022,Panipuri,Fastfood,25,8,239,Online,Mrs.,Midnight
7/15/2022,Aalopuri,Fastfood,20,12,386,Cash,Mrs.,Morning
12-12-2022,Sugarcane juice,Fastfood,20,1,32,Cash,Mr.,Evening
12-05-2022,Cold coffee,Beverages,40,4,297,Cash,Mr.,Night
1/23/2023,Cold coffee,Beverages,40,3,391,Online,Mrs.,Evening
02-07-2023,Aalopuri,Fastfood,20,2,73,Cash,Mrs.,Evening
01-07-2023,Sugarcane juice,Fastfood,25,15,761,Online,Mr.,Evening
10-11-2022,Aalopuri,Fastfood,20,13,204,Online,Mr.,Morning
12/28/2022,Aalopuri,Fastfood,20,5,58,Cash,Mr.,Afternoon
10-07-2022,Cold coffee,Fastfood,20,5,274,Cash,Mr.,Afternoon
11/28/2022,Cold coffee,Fastfood,40,12,721,Online,Mr.,Evening
1/31/2023,Panipuri,Beverages,50,12,371,Cash,Mrs.,Evening
03-09-2023,Cold coffee,Beverages,60,3,220,Cash,Mrs.,Midnight
8/13/2022,Cold coffee,Fastfood,40,6,438,Online,Mrs.,Evening
11-01-2022,Frankie,Beverages,25,7,111,Online,Mr.,Evening
03-02-2023,Panipuri,Fastfood,20,8,99,Cash,Mrs.,Night
8/14/2022,Vadapav,Fastfood,50,7,66,Online,Mrs.,Evening
8/17/2022,Vadapav,Fastfood,20,7,76,Cash,Mr.,Morning
10/24/2022,Sugarcane juice,Fastfood,20,7,243,Online,Mrs.,Morning
09-05-2022,Vadapav,Beverages,20,10,102,Cash,Mr.,Evening
3/27/2023,Sandwich,Fastfood,25,13,564,Online,Mr.,Morning
4/30/2022,Frankie,Fastfood,50,7,133,Cash,Mr.,Afternoon
11/28/2022,Sugarcane juice,Fastfood,50,9,232,Online,Mrs.,Midnight
11/22/2022,Vadapav,Fastfood,20,4,57,Cash,Mrs.,Midnight
07-09-2022,Frankie,Fastfood,50,15,718,Cash,Mrs.,Evening
12/30/2022,Vadapav,Beverages,50,8,85,Online,Mrs.,Midnight
04-09-2022,Sugarcane juice,Fastfood,20,2,82,Online,Mr.,Midnight
12-03-2022,Panipuri,Fastfood,25,3,124,Cash,Mr.,Midnight
5/27/2022,Sandwich,Beverages,60,8,139,Cash,Mr.,Midnight
12/22/2022,Panipuri,Fastfood,20,12,343,Online,Mr.,Evening
9/22/2022,Aalopuri,Fastfood,20,13,255,Online,Mr.,Midnight
09-11-2022,Aalopuri,Fastfood,20,13,213,Online,Mr.,Midnight
7/31/2022,Sugarcane juice,Fastfood,20,7,249,Online,Mrs.,Morning
5/16/2022,Frankie,Fastfood,40,1,76,Cash,Mr.,Evening
07-01-2022,Sugarcane juice,Fastfood,20,7,79,Cash,Mrs.,Night
11/15/2022,Frankie,Beverages,60,4,262,Cash,Mrs.,Afternoon
12-03-2022,Frankie,Beverages,60,9,75,Online,Mr.,Evening
8/16/2022,Cold coffee,Beverages,40,12,607,Cash,Mr.,Morning
07-01-2022,Frankie,Fastfood,50,14,469,Cash,Mrs.,Midnight
03-09-2023,Frankie,Fastfood,25,1,129,Cash,Mrs.,Morning
6/15/2022,Panipuri,Fastfood,25,6,250,Online,Mrs.,Afternoon
12-04-2022,Vadapav,Fastfood,20,14,531,Online,Mr.,Midnight
05-08-2022,Aalopuri,Fastfood,20,9,125,Cash,Mrs.,Evening
5/16/2022,Cold coffee,Fastfood,40,10,531,Online,Mrs.,Afternoon
06-10-2022,Sugarcane juice,Fastfood,25,14,695,Online,Mrs.,Morning
08-04-2022,Panipuri,Beverages,50,2,33,Cash,Mr.,Midnight
01-04-2023,Panipuri,Fastfood,50,5,204,Cash,Mrs.,Morning
5/13/2022,Vadapav,Fastfood,20,8,135,Cash,Mrs.,Morning
6/15/2022,Sandwich,Fastfood,20,13,611,Cash,Mr.,Night
10/26/2022,Aalopuri,Fastfood,20,6,275,Online,Mr.,Morning
01-11-2023,Cold coffee,Fastfood,40,10,421,Online,Mrs.,Afternoon
1/28/2023,Aalopuri,Fastfood,20,11,238,Cash,Mrs.,Evening
08-09-2022,Aalopuri,Fastfood,20,12,191,Cash,Mrs.,Afternoon
4/20/2022,Panipuri,Beverages,20,3,137,Online,Mr.,Morning
06-02-2022,Aalopuri,Fastfood,20,6,67,Online,Mr.,Evening
05-05-2022,Sandwich,Fastfood,50,6,143,Cash,Mrs.,Evening
1/19/2023,Cold coffee,Beverages,40,1,48,Cash,Mrs.,Evening
2/14/2023,Cold coffee,Beverages,40,1,52,Cash,Mrs.,Midnight
6/20/2022,Panipuri,Beverages,20,13,533,Cash,Mr.,Evening
2/13/2023,Frankie,Fastfood,20,7,401,Cash,Mrs.,Afternoon
2/28/2023,Sandwich,Fastfood,40,15,526,Cash,Mr.,Midnight
02-03-2023,Sugarcane juice,Fastfood,20,14,548,Online,Mrs.,Afternoon
09-12-2022,Panipuri,Beverages,20,5,146,Online,Mr.,Afternoon
04-04-2022,Panipuri,Fastfood,50,9,563,Online,Mr.,Evening
9/16/2022,Panipuri,Fastfood,20,7,578,Cash,Mr.,Midnight
6/17/2022,Vadapav,Fastfood,60,3,223,Online,Mrs.,Afternoon
11-06-2022,Aalopuri,Fastfood,20,1,26,Online,Mr.,Morning
12/24/2022,Panipuri,Fastfood,50,10,295,Cash,Mrs.,Evening
11/17/2022,Sugarcane juice,Fastfood,20,15,699,Cash,Mrs.,Morning
7/17/2022,Vadapav,Fastfood,20,12,485,Online,Mrs.,Evening
6/30/2022,Sandwich,Beverages,60,14,785,Online,Mr.,Evening
9/14/2022,Sandwich,Beverages,60,3,230,Cash,Mrs.,Morning
07-06-2022,Cold coffee,Beverages,40,6,218,Cash,Mr.,Evening
6/25/2022,Frankie,Beverages,40,8,152,Online,Mr.,Afternoon
03-09-2023,Frankie,Fastfood,25,15,547,Cash,Mr.,Midnight
12-11-2022,Aalopuri,Fastfood,25,2,66,Cash,Mrs.,Afternoon
2/16/2023,Sugarcane juice,Beverages,25,15,485,Cash,Mrs.,Midnight
4/23/2022,Aalopuri,Beverages,20,2,26,Cash,Mrs.,Night
02-05-2023,Sugarcane juice,Beverages,20,14,208,Online,Mrs.,Night
10/31/2022,Panipuri,Fastfood,25,14,388,Online,Mr.,Evening
2/14/2023,Sugarcane juice,Fastfood,60,6,254,Online,Mr.,Night
03-02-2023,Vadapav,Beverages,20,7,154,Cash,Mr.,Night
7/22/2022,Vadapav,Fastfood,20,7,237,Cash,Mr.,Afternoon
10-02-2022,Sugarcane juice,Fastfood,20,14,283,Online,Mr.,Evening
03-08-2023,Panipuri,Fastfood,20,12,447,Online,Mrs.,Afternoon
09-04-2022,Vadapav,Fastfood,20,15,682,Cash,Mrs.,Midnight
05-05-2022,Sugarcane juice,Fastfood,20,8,316,Cash,Mr.,Midnight
08-10-2022,Frankie,Beverages,50,1,75,Online,Mrs.,Morning
7/26/2022,Aalopuri,Fastfood,20,7,128,Cash,Mr.,Morning
10/24/2022,Aalopuri,Fastfood,20,14,159,Online,Mrs.,Night
8/30/2022,Sugarcane juice,Fastfood,20,10,341,Online,Mr.,Evening
12/27/2022,Vadapav,Fastfood,20,7,109,Cash,Mrs.,Evening
5/25/2022,Frankie,Beverages,25,2,58,Cash,Mr.,Afternoon
10/29/2022,Sandwich,Beverages,40,9,569,Cash,Mrs.,Morning
11/17/2022,Vadapav,Fastfood,20,12,721,Cash,Mrs.,Night
08-10-2022,Aalopuri,Fastfood,20,9,81,Cash,Mr.,Night
11-08-2022,Sugarcane juice,Fastfood,60,15,691,Cash,Mr.,Afternoon
04-07-2022,Aalopuri,Fastfood,20,15,365,Online,Mr.,Evening
8/22/2022,Panipuri,Beverages,25,4,67,Cash,Mrs.,Night
1/20/2023,Frankie,Fastfood,40,14,476,Online,Mrs.,Morning
9/19/2022,Sugarcane juice,Beverages,20,6,142,Cash,Mr.,Night
1/30/2023,Sugarcane juice,Beverages,20,7,80,Online,Mr.,Night
08-02-2022,Panipuri,Fastfood,50,11,187,Online,Mrs.,Evening
12/22/2022,Panipuri,Fastfood,25,9,442,Online,Mrs.,Evening
01-04-2023,Sandwich,Fastfood,25,2,115,Cash,Mr.,Evening
11-05-2022,Panipuri,Fastfood,25,8,133,Cash,Mrs.,Morning
01-04-2023,Frankie,Beverages,25,3,28,Cash,Mrs.,Night
5/25/2022,Sandwich,Beverages,25,5,226,Online,Mrs.,Afternoon
1/26/2023,Cold coffee,Beverages,60,6,469,Online,Mr.,Evening
09-04-2022,Panipuri,Fastfood,20,10,255,Cash,Mr.,Midnight
2/15/2023,Vadapav,Fastfood,20,11,351,Cash,Mrs.,Night
10-10-2022,Panipuri,Fastfood,20,13,264,Online,Mr.,Afternoon
10-09-2022,Cold coffee,Beverages,60,9,288,Online,Mr.,Midnight
07-08-2022,Sandwich,Beverages,50,3,49,Online,Mrs.,Evening
3/18/2023,Vadapav,Beverages,20,3,32,Online,Mrs.,Night
3/19/2023,Sandwich,Fastfood,60,4,186,Online,Mr.,Midnight
12/14/2022,Panipuri,Fastfood,20,13,439,Online,Mr.,Midnight
01-02-2023,Vadapav,Fastfood,20,11,302,Cash,Mr.,Morning
10-02-2022,Sugarcane juice,Fastfood,20,10,320,Online,Mr.,Midnight
10-10-2022,Cold coffee,Fastfood,60,13,391,Cash,Mr.,Morning
04-07-2022,Cold coffee,Fastfood,60,9,319,Cash,Mrs.,Afternoon
07-04-2022,Panipuri,Beverages,25,9,95,Cash,Mrs.,Morning
8/21/2022,Aalopuri,Fastfood,20,10,252,Cash,Mr.,Midnight
1/31/2023,Sugarcane juice,Fastfood,50,10,228,Online,Mrs.,Morning
05-03-2022,Aalopuri,Fastfood,20,9,148,Cash,Mr.,Morning
6/19/2022,Frankie,Fastfood,60,9,328,Online,Mrs.,Afternoon
07-09-2022,Vadapav,Beverages,50,14,563,Online,Mrs.,Evening
10/27/2022,Frankie,Beverages,60,10,167,Cash,Mr.,Night
02-03-2023,Sandwich,Fastfood,25,12,621,Cash,Mr.,Night
08-10-2022,Frankie,Beverages,50,12,336,Online,Mrs.,Afternoon
7/23/2022,Sandwich,Fastfood,20,8,550,Cash,Mrs.,Afternoon
10-01-2022,Panipuri,Beverages,25,10,173,Cash,Mr.,Night
01-03-2023,Panipuri,Fastfood,20,8,211,Online,Mrs.,Midnight
01-04-2023,Panipuri,Beverages,40,2,29,Online,Mr.,Night
12/25/2022,Frankie,Beverages,60,15,671,Cash,Mrs.,Midnight
4/24/2022,Panipuri,Fastfood,50,6,119,Online,Mr.,Morning
05-12-2022,Vadapav,Fastfood,20,8,66,Cash,Mr.,Night
9/14/2022,Sandwich,Beverages,40,1,62,Online,Mrs.,Evening
1/23/2023,Panipuri,Beverages,40,12,386,Online,Mrs.,Afternoon
4/20/2022,Cold coffee,Beverages,40,10,313,Cash,Mr.,Night
8/14/2022,Vadapav,Fastfood,20,6,92,Online,Mr.,Night
02-05-2023,Panipuri,Beverages,20,11,165,Cash,Mr.,Night
05-09-2022,Frankie,Fastfood,25,14,479,Online,Mr.,Morning
05-12-2022,Sugarcane juice,Fastfood,20,15,505,Online,Mr.,Midnight
11/25/2022,Aalopuri,Fastfood,20,14,217,Online,Mrs.,Night
3/15/2023,Frankie,Fastfood,25,14,400,Cash,Mrs.,Morning
05-03-2022,Panipuri,Fastfood,60,4,298,Cash,Mr.,Night
6/18/2022,Sandwich,Fastfood,60,1,36,Online,Mrs.,Night
1/18/2023,Frankie,Fastfood,60,10,404,Online,Mr.,Night
7/31/2022,Frankie,Beverages,25,14,562,Cash,Mrs.,Morning
9/23/2022,Aalopuri,Beverages,20,7,116,Online,Mrs.,Afternoon
6/30/2022,Frankie,Beverages,60,5,106,Cash,Mr.,Evening
3/23/2023,Sugarcane juice,Fastfood,20,9,326,Online,Mr.,Afternoon
5/27/2022,Panipuri,Fastfood,20,11,260,Online,Mrs.,Morning
02-07-2023,Frankie,Beverages,25,7,347,Cash,Mr.,Morning
5/27/2022,Aalopuri,Fastfood,20,9,343,Online,Mrs.,Morning
04-02-2022,Cold coffee,Fastfood,50,8,380,Cash,Mrs.,Night
9/27/2022,Cold coffee,Fastfood,25,9,330,Online,Mr.,Afternoon
12/21/2022,Vadapav,Beverages,20,6,49,Online,Mr.,Evening
4/30/2022,Panipuri,Fastfood,20,2,47,Cash,Mr.,Night
6/16/2022,Sugarcane juice,Fastfood,20,8,186,Online,Mr.,Night
08-05-2022,Vadapav,Fastfood,20,6,96,Cash,Mrs.,Morning
3/25/2023,Frankie,Fastfood,20,9,289,Online,Mr.,Night
8/20/2022,Vadapav,Fastfood,25,10,176,Cash,Mrs.,Night
9/16/2022,Vadapav,Fastfood,20,14,426,Cash,Mrs.,Evening
